record_id,snapshot_date,facility_id,facility_type,department,item_id,item_category,item_subcategory,criticality_level,unit_of_measure,shelf_life_days,avg_daily_usage_last_30d,avg_daily_usage_last_90d,usage_cv_last_90d,demand_trend,seasonal_demand_factor,recent_usage_spike,current_stock_on_hand,safety_stock_level,days_of_supply_on_hand,stock_as_pct_of_safety_level,reorder_point_days,days_until_next_scheduled_order,primary_vendor_id,vendor_reliability_score,contracted_lead_time_days,actual_avg_lead_time_last_6m,lead_time_variability_days,active_po_in_transit,backorder_frequency_last_12m,sole_source_item,substitution_available,facility_census_pct,pandemic_or_surge_flag,days_since_last_stockout,stockout_event
SC00034404,2023-07-13,FAC0148,Acute Care Hospital,Emergency Department,ITEM00347,IV & Fluids,Crystalloid Solutions,Critical,Case,565,43.3,52.0,0.414,Increasing,1.15,Yes,204,2012,4.7,10.1,28.9,7,VND020,2.6,18,20.6,5.3,Yes,1,No,No,36.3,No,17,1
SC00034405,2024-06-12,FAC0181,Acute Care Hospital,Sterile Processing,ITEM00147,IV & Fluids,TPN Components,Medium,Box,356,21.5,22.7,0.06,Decreasing,0.87,No,34,144,1.6,23.6,2.9,7,VND057,3.1,2,1.6,0.3,Yes,3,No,No,44.4,Yes,10,0
SC00034406,2023-05-30,FAC0075,Acute Care Hospital,Med-Surg,ITEM00374,IV & Fluids,Crystalloid Solutions,High,Vial,199,35.6,36.0,0.149,Stable,0.88,No,117,1386,3.3,8.4,23.0,7,VND021,3.4,24,19.0,2.0,Yes,2,No,No,66.7,Yes,134,1
SC00034407,2024-05-06,FAC0197,Outpatient Clinic,Procedure Room,ITEM00371,PPE,Protective Gowns,High,Pair,783,64.4,68.2,0.327,Stable,0.87,No,45,2148,0.7,2.1,16.8,21,VND080,4.6,12,13.8,1.0,Yes,1,No,Yes,39.5,No,89,1
SC00034408,2024-12-03,FAC0146,Ambulatory Surgery Center,Operating Room,ITEM00111,Surgical Supplies,Needles & Syringes,Medium,Vial,930,58.7,57.3,0.411,Stable,0.94,No,1104,1614,18.8,68.4,20.5,7,VND019,4.4,21,19.0,0.5,Yes,2,No,No,38.4,No,32,0
SC00034409,2021-10-19,FAC0046,Acute Care Hospital,Med-Surg,ITEM00141,Lab Consumables,Collection Tubes,High,Each,191,110.6,109.1,0.228,Stable,0.83,No,1747,2062,15.8,84.7,13.1,3,VND023,2.5,12,10.3,0.8,Yes,1,No,Yes,49.5,Yes,126,0
SC00034410,2023-08-08,FAC0171,Ambulatory Surgery Center,Pre/Post-Op,ITEM00325,Surgical Supplies,Sutures & Staples,Medium,Case,1016,140.4,144.0,0.319,Stable,1.06,No,2022,2153,14.4,93.9,9.1,14,VND042,4.4,6,7.6,0.5,No,0,No,Yes,44.8,No,68,1
SC00034411,2023-12-11,FAC0155,Ambulatory Surgery Center,Pre/Post-Op,ITEM00114,PPE,Protective Gowns,Medium,Box,1147,120.5,131.6,0.412,Stable,1.1,No,6676,1740,55.4,383.7,15.7,7,VND050,3.0,8,13.0,1.7,Yes,0,No,Yes,55.9,No,66,0
SC00034412,2024-02-13,FAC0056,Specialty Hospital,ICU,ITEM00396,Wound Care,Negative Pressure Therapy,Medium,Box,227,10.9,10.8,0.15,Stable,1.13,No,305,174,28.0,175.3,10.2,14,VND001,3.3,7,8.6,0.6,Yes,0,No,Yes,85.8,No,52,0
SC00034413,2024-05-08,FAC0072,Acute Care Hospital,Operating Room,ITEM00437,Implants & Prosthetics,Orthopedic Implants,High,Case,1836,1.8,1.5,0.388,Increasing,1.21,No,7,29,3.7,24.1,10.0,14,VND001,3.3,7,6.7,1.3,Yes,2,No,No,70.7,No,44,0
SC00034414,2023-01-26,FAC0135,Specialty Hospital,Laboratory,ITEM00374,IV & Fluids,Crystalloid Solutions,High,Vial,199,14.3,11.6,0.147,Stable,1.03,No,383,292,26.8,131.2,15.3,14,VND014,3.7,11,12.6,0.7,No,3,No,No,71.4,No,33,0
SC00034415,2024-08-02,FAC0193,Ambulatory Surgery Center,Sterile Processing,ITEM00156,Lab Consumables,PCR Consumables,High,Each,263,88.3,52.0,0.443,Decreasing,0.77,No,2667,1128,30.2,236.4,19.9,3,VND073,4.4,14,14.4,3.5,Yes,1,No,Yes,43.7,No,39,0
SC00034416,2022-07-15,FAC0142,Acute Care Hospital,Med-Surg,ITEM00174,Surgical Supplies,Needles & Syringes,High,Kit,571,47.8,55.2,0.288,Stable,0.99,No,33,1932,0.7,1.7,28.0,14,VND020,2.6,18,25.3,0.7,Yes,1,No,No,86.6,No,109,1
SC00034417,2024-04-19,FAC0183,Ambulatory Surgery Center,Sterile Processing,ITEM00277,IV & Fluids,Irrigation Solutions,High,Case,73,9.9,10.5,0.334,Increasing,1.15,No,1101,81,111.2,999.9,4.6,7,VND057,3.1,2,1.6,1.0,Yes,3,No,No,42.4,No,64,0
SC00034418,2022-12-12,FAC0159,Outpatient Clinic,Nursing Station,ITEM00387,Lab Consumables,Collection Tubes,Medium,Vial,66,34.0,39.3,0.171,Increasing,1.09,No,442,339,13.0,130.4,6.3,7,VND034,3.5,4,3.8,1.5,Yes,2,No,No,40.9,No,110,0
SC00034419,2023-12-15,FAC0110,Acute Care Hospital,Pharmacy,ITEM00423,Surgical Supplies,Needles & Syringes,High,Roll,622,19.2,17.5,0.202,Stable,0.83,No,234,760,12.2,30.8,30.5,14,VND021,3.4,24,24.5,4.0,Yes,3,No,Yes,46.5,No,279,1
SC00034420,2022-11-08,FAC0111,Acute Care Hospital,Laboratory,ITEM00068,Surgical Supplies,Sponges & Gauze,Medium,Roll,893,75.8,87.8,0.219,Stable,1.06,No,1387,1212,18.3,114.4,9.0,14,VND060,4.0,5,4.3,3.7,Yes,1,No,No,72.5,No,220,0
SC00034421,2021-09-22,FAC0200,Acute Care Hospital,Emergency Department,ITEM00395,Surgical Supplies,Needles & Syringes,Medium,Vial,540,30.8,23.3,0.097,Stable,1.2,No,305,281,9.9,108.5,10.4,7,VND027,4.5,7,6.2,3.2,Yes,2,No,Yes,80.2,No,56,0
SC00034422,2024-07-15,FAC0168,Ambulatory Surgery Center,Sterile Processing,ITEM00119,Surgical Supplies,Drapes & Gowns,Low,Each,416,64.7,76.2,0.225,Stable,1.14,No,2200,991,34.0,222.0,8.2,14,VND009,3.4,6,7.0,0.2,Yes,1,No,Yes,59.9,No,100,0
SC00034423,2024-07-23,FAC0129,Acute Care Hospital,Emergency Department,ITEM00418,IV & Fluids,TPN Components,High,Box,473,43.9,42.1,0.194,Increasing,1.08,No,2410,560,54.9,430.4,12.4,7,VND042,4.4,6,8.1,2.3,No,0,No,No,64.6,Yes,5,0
SC00034424,2021-07-05,FAC0074,Long-Term Care,Pharmacy,ITEM00442,IV & Fluids,TPN Components,High,Vial,293,10.1,8.7,0.029,Decreasing,0.87,No,70,177,6.9,39.5,17.0,7,VND055,4.1,11,13.5,1.5,No,1,No,Yes,35.5,No,163,1
SC00034425,2023-06-28,FAC0142,Acute Care Hospital,Med-Surg,ITEM00374,IV & Fluids,Crystalloid Solutions,High,Vial,199,20.6,15.3,0.056,Decreasing,0.92,No,754,353,36.6,213.6,13.9,7,VND053,3.1,13,11.1,0.8,No,2,No,No,81.8,No,246,0
SC00034426,2024-10-15,FAC0148,Acute Care Hospital,ICU,ITEM00343,IV & Fluids,Crystalloid Solutions,Medium,Each,578,25.3,26.2,0.218,Stable,1.01,Yes,1154,166,45.6,695.2,3.5,7,VND057,3.1,2,1.7,0.8,No,2,Yes,No,70.5,No,67,0
SC00034427,2023-12-07,FAC0004,Acute Care Hospital,Labor & Delivery,ITEM00412,IV & Fluids,Crystalloid Solutions,Critical,Case,30,34.6,32.7,0.678,Stable,1.11,No,1235,1148,35.7,107.6,23.7,3,VND020,2.6,18,19.1,1.6,No,0,No,No,86.4,Yes,70,0
SC00034428,2024-10-23,FAC0143,Acute Care Hospital,Operating Room,ITEM00319,IV & Fluids,TPN Components,Critical,Each,555,44.7,43.0,0.363,Increasing,1.12,Yes,375,580,8.4,64.7,7.1,7,VND034,3.5,4,3.6,0.5,No,0,No,Yes,48.2,No,213,0
SC00034429,2024-09-24,FAC0148,Acute Care Hospital,Pharmacy,ITEM00131,Implants & Prosthetics,Orthopedic Implants,Medium,Roll,1868,3.0,3.2,0.131,Increasing,1.16,No,80,24,26.8,333.3,5.2,7,VND049,4.2,3,3.7,0.5,No,2,No,No,77.4,No,165,0
SC00034430,2023-11-27,FAC0007,Acute Care Hospital,Operating Room,ITEM00287,Lab Consumables,Slides & Stains,Medium,Case,30,117.9,101.4,0.06,Stable,0.94,No,259,2099,2.2,12.3,13.2,14,VND078,4.1,11,11.7,0.5,Yes,2,No,Yes,75.9,No,271,0
SC00034431,2021-04-06,FAC0160,Long-Term Care,ICU,ITEM00014,Surgical Supplies,Sponges & Gauze,Medium,Each,718,49.2,41.8,0.399,Stable,0.91,No,3449,1154,70.1,298.9,10.8,28,VND032,3.6,10,9.6,0.2,No,1,No,Yes,51.5,No,18,0
SC00034432,2022-09-19,FAC0059,Long-Term Care,ICU,ITEM00308,IV & Fluids,Blood Products,High,Box,354,16.7,19.8,0.104,Decreasing,0.93,No,289,665,17.3,43.5,12.1,28,VND032,3.6,10,9.9,0.2,No,2,No,Yes,82.2,No,226,0
SC00034433,2021-08-12,FAC0098,Acute Care Hospital,ICU,ITEM00303,Wound Care,Adhesives,Medium,Each,967,19.5,23.4,0.489,Stable,0.89,No,384,444,19.7,86.5,16.1,7,VND053,3.1,13,14.6,0.5,Yes,0,No,No,85.5,No,31,0
SC00034434,2024-04-11,FAC0038,Specialty Hospital,ICU,ITEM00104,Surgical Supplies,Sponges & Gauze,High,Case,1460,23.0,23.4,0.195,Increasing,1.07,No,168,803,7.3,20.9,25.0,7,VND019,4.4,21,22.2,0.8,No,2,No,Yes,29.7,No,112,1
SC00034435,2021-06-30,FAC0016,Ambulatory Surgery Center,Pre/Post-Op,ITEM00161,Medications,IV Medications,Critical,Case,364,10.7,9.6,0.049,Stable,0.95,No,50,199,4.7,25.1,16.8,1,VND055,4.1,11,11.2,2.6,Yes,6,Yes,No,57.0,No,280,0
SC00034436,2023-05-10,FAC0144,Acute Care Hospital,ICU,ITEM00447,Wound Care,Negative Pressure Therapy,Low,Case,443,25.7,29.4,0.31,Increasing,1.19,No,571,750,22.2,76.1,27.4,3,VND021,3.4,24,25.5,0.9,Yes,3,No,Yes,87.1,No,59,0
SC00034437,2022-01-13,FAC0110,Acute Care Hospital,Sterile Processing,ITEM00243,Surgical Supplies,Sponges & Gauze,High,Kit,1121,33.8,32.7,0.435,Increasing,1.03,No,162,435,4.8,37.2,11.1,7,VND004,4.3,6,7.0,2.1,Yes,2,No,No,80.4,No,316,0
SC00034438,2024-09-16,FAC0113,Acute Care Hospital,Pharmacy,ITEM00264,Wound Care,Adhesives,Low,Each,1279,13.2,10.4,0.259,Stable,0.93,No,253,88,19.2,287.5,6.3,7,VND054,3.4,5,5.2,0.1,Yes,0,No,Yes,79.9,No,61,0
SC00034439,2023-11-27,FAC0075,Acute Care Hospital,Med-Surg,ITEM00261,IV & Fluids,TPN Components,Medium,Roll,254,40.6,48.1,0.23,Stable,1.07,No,353,913,8.7,38.7,11.9,21,VND009,3.4,6,7.6,3.3,Yes,0,No,No,94.3,No,48,1
SC00034440,2023-01-17,FAC0067,Acute Care Hospital,Operating Room,ITEM00074,Medications,Controlled Substances,High,Each,199,48.0,51.7,0.212,Decreasing,0.97,Yes,125,688,2.6,18.2,17.1,7,VND022,4.9,6,5.6,9.5,Yes,1,No,No,47.8,No,31,1
SC00034441,2022-03-21,FAC0138,Specialty Hospital,ICU,ITEM00255,PPE,Gloves,Low,Each,706,129.8,132.4,0.152,Stable,1.09,No,8307,1258,64.0,660.3,6.4,7,VND036,3.6,6,5.1,0.3,Yes,2,Yes,Yes,83.4,No,31,0
SC00034442,2023-06-02,FAC0111,Acute Care Hospital,Emergency Department,ITEM00110,Surgical Supplies,Sponges & Gauze,High,Each,530,46.5,31.6,0.138,Stable,1.03,No,670,509,14.4,131.6,11.3,1,VND078,4.1,11,9.3,0.0,Yes,2,No,Yes,85.3,No,1,0
SC00034443,2023-02-28,FAC0064,Ambulatory Surgery Center,Operating Room,ITEM00444,PPE,Protective Gowns,Medium,Bag,1898,189.9,196.9,0.121,Stable,1.12,Yes,11831,7246,62.3,163.3,19.9,28,VND020,2.6,18,17.8,1.1,Yes,2,Yes,No,63.6,No,53,0
SC00034444,2023-05-25,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00276,Surgical Supplies,Needles & Syringes,Low,Vial,945,39.3,35.8,0.21,Decreasing,0.89,Yes,303,877,7.7,34.5,17.7,21,VND073,4.4,14,16.3,0.4,No,1,No,No,30.0,No,76,1
SC00034445,2024-05-24,FAC0118,Outpatient Clinic,Procedure Room,ITEM00378,Lab Consumables,Reagents & Test Kits,High,Bag,262,75.9,47.4,0.201,Stable,0.9,No,1753,697,23.1,251.5,8.9,7,VND035,3.4,7,6.6,0.3,No,1,No,Yes,80.5,No,189,1
SC00034446,2024-12-04,FAC0079,Ambulatory Surgery Center,Pre/Post-Op,ITEM00206,Surgical Supplies,Sutures & Staples,Low,Box,787,80.9,89.3,0.453,Decreasing,0.97,No,1861,1697,23.0,109.7,17.1,14,VND080,4.6,12,15.7,0.4,No,1,No,Yes,33.4,No,107,0
SC00034447,2021-09-08,FAC0198,Specialty Hospital,Emergency Department,ITEM00358,Surgical Supplies,Drapes & Gowns,High,Each,1193,38.4,31.1,0.258,Stable,1.11,No,3341,327,87.0,999.9,6.6,7,VND034,3.5,4,4.6,0.0,No,0,No,No,56.1,No,49,0
SC00034448,2021-12-22,FAC0108,Acute Care Hospital,ICU,ITEM00168,IV & Fluids,Blood Products,Critical,Case,485,20.5,18.9,0.593,Stable,0.93,No,33,646,1.6,5.1,12.9,28,VND060,4.0,5,5.5,4.4,Yes,5,Yes,No,64.1,No,26,1
SC00034449,2024-10-23,FAC0183,Ambulatory Surgery Center,Pre/Post-Op,ITEM00269,Surgical Supplies,Sponges & Gauze,Medium,Box,782,13.9,14.7,0.399,Stable,1.12,No,377,152,27.1,248.0,4.6,14,VND057,3.1,2,2.0,1.6,No,3,No,Yes,52.0,No,92,0
SC00034450,2022-06-22,FAC0129,Acute Care Hospital,Oncology,ITEM00290,Surgical Supplies,Drapes & Gowns,High,Box,994,23.4,12.5,0.526,Stable,0.98,No,639,298,27.3,214.4,13.0,14,VND024,3.1,10,10.4,0.6,No,1,No,No,80.1,No,174,0
SC00034451,2021-06-21,FAC0176,Ambulatory Surgery Center,Pre/Post-Op,ITEM00425,Medications,Oral Medications,High,Case,507,4.8,6.1,0.232,Increasing,0.96,No,48,94,9.9,51.1,8.8,14,VND034,3.5,4,4.4,2.4,No,3,No,No,20.0,No,19,1
SC00034452,2023-06-27,FAC0059,Long-Term Care,Oncology,ITEM00287,Lab Consumables,Slides & Stains,Medium,Case,30,126.4,114.6,0.41,Stable,0.99,No,923,2504,7.3,36.9,18.9,14,VND023,2.5,12,10.5,7.4,Yes,0,No,Yes,90.1,No,196,1
SC00034453,2022-06-15,FAC0197,Outpatient Clinic,Outpatient Pharmacy,ITEM00314,Wound Care,Negative Pressure Therapy,Medium,Box,709,13.0,7.7,0.292,Increasing,1.02,No,300,93,23.1,322.6,8.4,7,VND030,3.1,7,7.2,0.2,No,1,No,Yes,82.2,No,167,0
SC00034454,2021-10-06,FAC0147,Acute Care Hospital,Sterile Processing,ITEM00434,IV & Fluids,Irrigation Solutions,High,Box,672,12.1,11.5,0.418,Increasing,1.19,No,113,338,9.3,33.4,16.4,14,VND073,4.4,14,14.3,0.1,Yes,0,No,No,70.3,No,4,0
SC00034455,2024-01-25,FAC0159,Outpatient Clinic,Procedure Room,ITEM00070,Lab Consumables,Collection Tubes,Low,Box,247,22.1,21.4,0.246,Stable,0.92,No,705,268,31.9,263.1,13.3,1,VND080,4.6,12,11.7,0.6,No,2,No,No,77.2,No,61,0
SC00034456,2021-09-15,FAC0166,Long-Term Care,Emergency Department,ITEM00055,Wound Care,Adhesives,Low,Each,1014,49.0,56.7,0.221,Increasing,1.05,No,353,992,7.2,35.6,9.0,21,VND027,4.5,7,6.7,1.3,Yes,1,No,No,62.5,No,6,0
SC00034457,2023-10-26,FAC0197,Outpatient Clinic,Nursing Station,ITEM00386,IV & Fluids,TPN Components,High,Kit,566,7.6,7.0,0.234,Increasing,1.17,No,537,147,70.7,365.3,10.3,14,VND037,4.2,8,7.8,0.5,Yes,2,No,Yes,34.2,No,96,0
SC00034458,2021-03-22,FAC0118,Outpatient Clinic,Outpatient Pharmacy,ITEM00268,Wound Care,Negative Pressure Therapy,Medium,Case,731,17.3,22.7,0.108,Stable,0.97,No,97,457,5.6,21.2,6.5,21,VND005,4.2,7,5.4,0.1,Yes,0,No,Yes,53.1,No,98,0
SC00034459,2021-11-05,FAC0138,Specialty Hospital,Pharmacy,ITEM00203,Surgical Supplies,Needles & Syringes,High,Roll,834,16.1,13.7,0.253,Stable,0.94,No,87,479,5.4,18.2,22.3,14,VND051,3.8,18,19.1,1.2,Yes,1,No,Yes,86.1,No,48,0
SC00034460,2024-10-18,FAC0132,Acute Care Hospital,Labor & Delivery,ITEM00111,Surgical Supplies,Needles & Syringes,Medium,Vial,930,23.1,21.9,0.21,Increasing,1.07,No,841,214,36.4,393.0,7.0,7,VND054,3.4,5,5.3,0.7,No,3,No,No,60.1,No,378,0
SC00034461,2022-10-31,FAC0130,Acute Care Hospital,Operating Room,ITEM00128,Lab Consumables,PCR Consumables,High,Box,30,89.9,74.6,0.101,Stable,1.03,No,4387,1201,48.8,365.3,12.4,7,VND056,3.1,8,6.9,3.5,Yes,0,No,Yes,83.8,No,351,0
SC00034462,2023-10-13,FAC0096,Specialty Hospital,Emergency Department,ITEM00055,Wound Care,Adhesives,Low,Each,1014,35.3,45.0,0.358,Stable,0.95,No,1115,248,31.6,449.6,3.0,7,VND057,3.1,2,1.9,0.1,No,1,No,No,95.0,No,237,0
SC00034463,2023-09-18,FAC0082,Acute Care Hospital,Operating Room,ITEM00292,Lab Consumables,Reagents & Test Kits,Medium,Box,154,13.3,14.8,0.276,Stable,0.96,No,21,111,1.6,18.9,5.8,3,VND054,3.4,5,4.7,0.1,Yes,0,No,Yes,61.4,No,41,0
SC00034464,2024-01-29,FAC0062,Acute Care Hospital,Operating Room,ITEM00406,Medications,Biologics & Specialty,High,Each,651,34.0,36.9,0.203,Stable,1.11,No,1982,697,58.3,284.4,16.1,7,VND032,3.6,10,11.9,2.2,Yes,1,No,No,59.2,No,223,0
SC00034465,2024-07-03,FAC0191,Acute Care Hospital,Med-Surg,ITEM00364,Lab Consumables,PCR Consumables,Low,Box,79,15.8,12.4,0.319,Decreasing,0.97,Yes,191,223,12.1,85.7,5.6,28,VND034,3.5,4,4.1,0.5,Yes,0,No,No,49.7,No,11,1
SC00034466,2023-06-30,FAC0150,Acute Care Hospital,Pharmacy,ITEM00206,Surgical Supplies,Sutures & Staples,Low,Box,787,130.2,117.9,0.082,Stable,0.9,No,5468,4009,42.0,136.4,32.0,14,VND015,3.4,27,30.7,0.3,No,2,No,Yes,78.9,No,16,0
SC00034467,2024-07-23,FAC0062,Acute Care Hospital,Operating Room,ITEM00446,IV & Fluids,Blood Products,Critical,Case,64,23.5,19.6,0.242,Stable,1.08,No,1003,653,42.7,153.6,13.2,21,VND083,3.4,8,9.3,0.9,No,0,No,Yes,71.9,No,57,0
SC00034468,2022-06-06,FAC0198,Specialty Hospital,Med-Surg,ITEM00425,Medications,Oral Medications,High,Case,507,14.8,13.9,0.194,Stable,0.98,No,46,350,3.1,13.1,13.0,14,VND055,4.1,11,9.6,1.4,Yes,0,No,No,70.8,No,159,0
SC00034469,2022-07-19,FAC0146,Ambulatory Surgery Center,Operating Room,ITEM00290,Surgical Supplies,Drapes & Gowns,High,Box,994,37.7,34.3,0.208,Decreasing,0.84,No,1086,264,28.8,411.4,6.2,7,VND057,3.1,2,2.6,1.6,Yes,2,No,No,53.9,No,15,0
SC00034470,2021-08-02,FAC0093,Specialty Hospital,Pharmacy,ITEM00055,Wound Care,Adhesives,Low,Each,1014,36.1,35.7,0.399,Decreasing,0.84,No,1480,357,41.0,414.6,4.5,14,VND081,3.2,3,2.8,0.7,No,1,No,No,55.8,No,8,0
SC00034471,2021-08-12,FAC0024,Ambulatory Surgery Center,Pre/Post-Op,ITEM00033,Medications,Biologics & Specialty,Critical,Bag,465,20.8,21.2,0.09,Stable,0.8,No,17,210,0.8,8.1,11.4,7,VND057,3.1,2,1.8,6.6,Yes,0,No,No,75.2,No,18,0
SC00034472,2022-04-21,FAC0067,Acute Care Hospital,Pharmacy,ITEM00039,Wound Care,Primary Dressings,Low,Box,1012,12.6,11.4,0.158,Decreasing,0.88,No,71,63,5.6,112.7,3.4,7,VND057,3.1,2,2.4,0.0,No,1,No,No,96.8,Yes,114,0
SC00034473,2021-12-06,FAC0014,Specialty Hospital,Oncology,ITEM00142,PPE,Gloves,Medium,Kit,1195,44.4,44.6,0.242,Decreasing,0.89,No,2455,641,55.3,383.0,10.0,7,VND084,4.0,9,8.9,0.1,Yes,1,No,Yes,53.1,No,399,0
SC00034474,2023-05-10,FAC0195,Ambulatory Surgery Center,Operating Room,ITEM00447,Wound Care,Negative Pressure Therapy,Low,Case,443,31.3,26.4,0.192,Stable,0.95,No,78,290,2.5,26.9,5.8,14,VND034,3.5,4,4.1,0.7,Yes,0,No,Yes,74.6,No,33,0
SC00034475,2023-08-03,FAC0198,Specialty Hospital,Sterile Processing,ITEM00183,Surgical Supplies,Sponges & Gauze,High,Roll,991,64.6,59.7,0.359,Increasing,1.08,No,342,2173,5.3,15.7,16.2,28,VND033,3.8,12,14.0,0.2,No,2,No,Yes,55.0,No,90,1
SC00034476,2024-09-03,FAC0197,Outpatient Clinic,Outpatient Pharmacy,ITEM00199,Medications,IV Medications,High,Each,378,19.3,20.1,0.237,Stable,0.95,No,151,239,7.8,63.2,7.2,7,VND054,3.4,5,4.7,0.5,Yes,1,No,No,44.7,No,30,0
SC00034477,2024-02-13,FAC0056,Specialty Hospital,Med-Surg,ITEM00087,Surgical Supplies,Sponges & Gauze,Medium,Roll,692,64.9,57.4,0.518,Stable,0.95,No,578,1419,8.9,40.7,26.9,7,VND020,2.6,18,25.7,0.2,Yes,1,No,Yes,20.0,No,35,0
SC00034478,2021-07-27,FAC0068,Acute Care Hospital,Pharmacy,ITEM00239,Surgical Supplies,Sutures & Staples,High,Case,410,28.7,22.7,0.172,Increasing,1.13,No,336,143,11.7,235.0,6.6,1,VND034,3.5,4,3.9,0.7,Yes,2,No,Yes,49.8,No,131,1
SC00034479,2022-03-24,FAC0119,Specialty Hospital,Emergency Department,ITEM00249,Surgical Supplies,Needles & Syringes,High,Bag,398,30.1,23.6,0.189,Stable,1.0,No,1093,363,36.3,301.1,8.3,14,VND034,3.5,4,5.0,1.3,No,1,No,No,67.4,No,114,0
SC00034480,2023-01-25,FAC0061,Long-Term Care,Laboratory,ITEM00055,Wound Care,Adhesives,Low,Each,1014,41.1,43.9,0.352,Stable,0.93,Yes,4102,483,99.8,849.3,7.1,14,VND034,3.5,4,4.4,1.7,No,1,No,No,53.9,No,223,0
SC00034481,2022-04-04,FAC0148,Acute Care Hospital,Pharmacy,ITEM00047,IV & Fluids,Irrigation Solutions,Critical,Roll,600,24.7,23.1,0.398,Stable,1.11,No,185,707,7.5,26.2,13.8,14,VND032,3.6,10,9.6,1.2,Yes,1,No,Yes,34.0,No,288,1
SC00034482,2023-01-25,FAC0181,Acute Care Hospital,Med-Surg,ITEM00285,Lab Consumables,Collection Tubes,High,Vial,85,47.2,55.9,0.083,Stable,1.08,No,302,1017,6.4,29.7,8.2,14,VND009,3.4,6,5.9,0.3,Yes,1,No,Yes,91.3,No,167,1
SC00034483,2022-01-05,FAC0119,Specialty Hospital,Labor & Delivery,ITEM00033,Medications,Biologics & Specialty,Critical,Bag,465,40.3,35.7,0.183,Increasing,1.22,No,40,1799,1.0,2.2,18.4,28,VND073,4.4,14,14.7,0.7,Yes,1,No,No,69.1,No,148,0
SC00034484,2024-01-01,FAC0182,Specialty Hospital,Pharmacy,ITEM00236,Surgical Supplies,Sutures & Staples,Medium,Pair,1253,43.7,56.2,0.455,Stable,1.05,Yes,79,1390,1.8,5.7,27.0,7,VND020,2.6,18,21.6,4.4,Yes,4,No,Yes,63.2,No,43,0
SC00034485,2024-01-22,FAC0078,Acute Care Hospital,Pharmacy,ITEM00081,Medications,Oral Medications,Critical,Case,388,5.7,6.0,0.21,Stable,1.07,No,50,38,8.7,131.6,8.1,3,VND057,3.1,2,2.5,2.6,No,3,Yes,No,80.6,No,1,0
SC00034486,2024-09-27,FAC0148,Acute Care Hospital,ICU,ITEM00128,Lab Consumables,PCR Consumables,High,Box,30,37.5,45.0,0.104,Increasing,1.31,No,221,1323,5.9,16.7,20.0,14,VND073,4.4,14,16.0,2.0,Yes,0,No,Yes,60.6,No,111,0
SC00034487,2023-11-08,FAC0075,Acute Care Hospital,Emergency Department,ITEM00028,Medications,Controlled Substances,High,Each,434,20.9,22.6,0.256,Decreasing,0.85,No,1032,206,49.4,501.0,6.1,7,VND081,3.2,3,2.7,1.4,Yes,0,No,Yes,81.4,No,309,0
SC00034488,2021-11-17,FAC0145,Ambulatory Surgery Center,Operating Room,ITEM00094,Medications,IV Medications,High,Kit,436,15.8,16.8,0.164,Decreasing,0.88,No,460,494,29.1,93.1,10.5,28,VND002,4.3,7,7.5,1.0,Yes,1,No,Yes,37.5,No,38,0
SC00034489,2022-02-25,FAC0183,Ambulatory Surgery Center,Sterile Processing,ITEM00285,Lab Consumables,Collection Tubes,High,Vial,85,46.2,45.3,0.635,Increasing,0.89,Yes,1714,698,37.1,245.6,8.9,14,VND061,2.3,4,4.7,2.2,Yes,3,No,Yes,49.0,No,65,0
SC00034490,2022-03-01,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00206,Surgical Supplies,Sutures & Staples,Low,Box,787,133.4,103.1,0.389,Increasing,1.13,No,1267,1443,9.5,87.8,9.4,14,VND059,3.2,7,6.5,1.9,Yes,3,No,Yes,38.5,No,278,0
SC00034491,2024-11-08,FAC0191,Acute Care Hospital,Emergency Department,ITEM00106,Medications,IV Medications,Medium,Case,80,9.9,8.5,0.336,Decreasing,0.9,No,236,83,23.8,284.3,7.4,7,VND054,3.4,5,6.3,0.1,Yes,0,No,No,80.7,No,36,1
SC00034492,2021-06-10,FAC0005,Acute Care Hospital,Med-Surg,ITEM00309,PPE,Masks & Respirators,High,Each,653,180.1,191.1,0.159,Increasing,1.2,No,1837,4414,10.2,41.6,17.4,7,VND053,3.1,13,12.0,3.4,No,1,No,Yes,68.9,No,98,0
SC00034493,2021-04-22,FAC0146,Ambulatory Surgery Center,Pre/Post-Op,ITEM00437,Implants & Prosthetics,Orthopedic Implants,High,Case,1836,4.8,8.1,0.466,Increasing,1.33,Yes,61,244,12.7,25.0,14.2,21,VND055,4.1,11,11.3,0.9,Yes,1,No,No,45.0,No,329,1
SC00034494,2021-06-10,FAC0060,Ambulatory Surgery Center,Operating Room,ITEM00172,PPE,Protective Gowns,Medium,Box,1147,172.9,156.2,0.135,Decreasing,0.9,No,6916,1347,40.0,513.4,7.2,7,VND034,3.5,4,5.1,1.1,No,0,No,Yes,44.0,No,13,0
SC00034495,2022-12-30,FAC0167,Acute Care Hospital,Laboratory,ITEM00242,Medications,Controlled Substances,Medium,Each,497,3.4,4.1,0.132,Stable,0.97,No,5,90,1.6,5.6,6.8,28,VND060,4.0,5,4.9,0.9,Yes,2,No,Yes,72.9,No,66,0
